"doc_id","title","file_path","file_size_kb","doc_type","domain","phase","last_updated","status","archive_reason"
"V9-DOC-0406","发布说明","reference/release-notes.md","5.8","other","general","deployment","2026-07-16","active",""
"V9-DOC-0407","DEPRECATED - risk-derived-data-definition.md","reference/risk-derived-data-definition.md","12.5","other","data","general","2026-07-16","active",""
"V9-DOC-0408","V9 智能投研复盘系统 — RM 剩余任务全量盘点与整改方案","reference/rm剩余任务全量盘点与整改方案-2026-07-08.md","23.3","other","general","general","2026-07-16","active",""
"V9-DOC-0409","Rotation Score Service 实现规格","reference/rotation-score-spec.md","6.6","other","general","requirements","2026-07-16","active",""
"V9-DOC-0410","Scholar 插件","reference/scholar.md","3","other","general","general","2026-07-16","active",""
"V9-DOC-0411","scoring-contract.md — 评分引擎服务","reference/scoring-contract.md","5.6","other","backend","general","2026-07-16","active",""
"V9-DOC-0412","screening-contract.md — 选股/筛选子域接口契约","reference/screening-contract.md","9.1","other","general","general","2026-07-16","active",""
"V9-DOC-0413","Security Model — V9 智能投研复盘系统安全架构","reference/security-model.md","18.7","other","ai","general","2026-07-16","active",""
"V9-DOC-0414","SEC EDGAR 插件","reference/sec_edgar.md","2.8","other","general","general","2026-07-16","active",""
"V9-DOC-0415","V9 服务子域目录（Services Catalog）","reference/services-catalog.md","4.1","other","backend","general","2026-07-16","active",""
"V9-DOC-0416","SevenDimConfigPage 高级配置补全方案","reference/seven-dim-advanced-config-implementation.md","18.2","other","general","development","2026-07-16","active",""
"V9-DOC-0417","七维采集配置模块 — 数据字典","reference/seven-dim-config-data-definition.md","17.9","other","data","general","2026-07-16","active",""
"V9-DOC-0418","stock-analysis-contract.md — 个股分析子域接口契约","reference/stock-analysis-contract.md","10.7","other","backend","general","2026-07-16","active",""
"V9-DOC-0419","stockpool-contract.md — 股票池管理子域接口契约","reference/stockpool-contract.md","8.6","other","general","general","2026-07-16","active",""
"V9-DOC-0420","system-contract.md — 系统级服务接口契约","reference/system-contract.md","12.9","other","general","general","2026-07-16","active",""
"V9-DOC-0421","V9 测试目录与策略","reference/test-catalog.md","24","other","qa","testing","2026-07-16","active",""
"V9-DOC-0422","V9 三层测试策略","reference/testing-strategy.md","19.8","other","qa","testing","2026-07-16","active",""
"V9-DOC-0423","Tianyancha 插件","reference/tianyancha.md","2.6","other","general","general","2026-07-16","active",""
"V9-DOC-0424","trade-contract.md — 交易域接口契约","reference/trade-contract.md","8.9","other","general","general","2026-07-16","active",""
"V9-DOC-0425","Trading 舱规格（trading-cabin-spec）","reference/trading-cabin-spec.md","1.8","other","backend","requirements","2026-07-16","active",""
"V9-DOC-0426","trading-contract.md — 交易业务子域接口契约","reference/trading-contract.md","18.5","other","backend","general","2026-07-16","active",""
"V9-DOC-0427","UI 组件迁移检查清单","reference/ui-migration-checklist.md","4.8","other","frontend","general","2026-07-16","active",""
"V9-DOC-0428","UI 设计优化实施计划（详细版）","reference/ui设计优化实施计划-详细版.md","56","other","frontend","general","2026-07-16","active",""
"V9-DOC-0429","股票池统一存储方案规范","reference/unified-pool-storage-spec.md","10.9","other","general","requirements","2026-07-16","active",""
"V9-DOC-0430","usecase-contract.md — 业务用例编排接口契约","reference/useCase-contract.md","14.3","other","general","general","2026-07-16","active",""
"V9-DOC-0431","V10 架构白皮书与 V9 对齐报告","reference/v10-architecture-alignment.md","13.2","other","architecture","design","2026-07-16","active",""
"V9-DOC-0432","v6-pro-cockpit UI 组件参考（输入舱）","reference/v6-cockpit-ui-reference.md","8","other","frontend","general","2026-07-16","active",""
"V9-DOC-0433","V6 Pro → V9 JSON 数据迁移规范（中间文档）","reference/v6-to-v9-migration-spec.md","23.1","other","general","requirements","2026-07-16","active",""
"V9-DOC-0434","V9 数据时间关系与生命周期蓝图","reference/v9-data-timeline.md","9.5","other","data","general","2026-07-16","active",""
"V9-DOC-0435","V9 IndexedDB Store Schema 文档","reference/v9-indexeddb-store-schema.md","37.4","other","data","design","2026-07-16","active",""
"V9-DOC-0436","V9 L2 状态层补齐路线图","reference/v9-l2状态层补齐路线图.md","19.2","other","general","general","2026-07-16","active",""
"V9-DOC-0437","V9 智能投研复盘系统 — 整体架构蓝图","reference/v9-system-blueprint.md","22.8","other","general","general","2026-07-16","active",""
"V9-DOC-0438","V9 智能投研复盘系统 - 测试用例清单","reference/V9-TEST-CASES.md","28.4","other","qa","testing","2026-07-16","active",""
"V9-DOC-0439","V9 数据血缘追踪与数据流全景图","reference/v9-数据血缘追踪.md","38.3","other","general","general","2026-07-16","active",""
"V9-DOC-0440","V9 数据宪法（Data Constitution）","reference/V9数据宪法.md","36.9","other","general","general","2026-07-16","active",""
"V9-DOC-0441","V9 数据架构修订建议","reference/v9数据架构修订建议.md","18.7","other","general","general","2026-07-16","active",""
"V9-DOC-0442","V9 核心数据字典与类型定义（整合版）","reference/v9核心数据字典与类型定义(整合版).md","156.1","other","general","general","2026-07-16","active",""
"V9-DOC-0443","V9 现有数据资产清单","reference/V9现有数据资产清单.md","46.5","other","general","general","2026-07-16","active",""
"V9-DOC-0444","Widget 开发指南","reference/widget-development-guide.md","14.5","other","frontend","development","2026-07-16","active",""
"V9-DOC-0445","V9 Widget 错误隔离与降级规格","reference/widget-error-handling.md","6.5","other","frontend","general","2026-07-16","active",""
"V9-DOC-0446","驾驶舱 Widget 集成检查清单","reference/widget-integration-checklist.md","4.9","other","frontend","general","2026-07-16","active",""
"V9-DOC-0447","World Bank Open Data 插件","reference/world_bank_open_data.md","3.1","other","data","general","2026-07-16","active",""
"V9-DOC-0448","Yahoo Finance 插件","reference/yahoo_finance.md","2.9","other","general","general","2026-07-16","active",""
"V9-DOC-0449","Yuandian Law 插件","reference/yuandian_law.md","3.3","other","general","general","2026-07-16","active",""
"V9-DOC-0450","{subdomain}-contract.md — {子域中文名} 接口契约","reference/_contract-template.md","3.6","other","general","general","2026-07-16","active",""
"V9-DOC-0451","功能模块数据契约","reference/功能模块数据契约.md","84.2","other","general","general","2026-07-16","active",""
"V9-DOC-0452","V9 数据治理路线图与执行优先级","reference/数据治理路线图.md","17.2","other","general","general","2026-07-16","active",""
"V9-DOC-0453","V9 项目文件整理清单","reference/文件整理清单.md","17.8","other","general","general","2026-07-16","active",""
"V9-DOC-0454","网页测试检索校对是否纳入数据采集改进方案——比对分析与建议","reference/网页测试检索校对纳入采集方案分析.md","9.1","other","general","general","2026-07-16","active",""
"V9-DOC-0455","踩坑规则门禁指南","reference/踩坑规则门禁指南.md","13.1","other","general","general","2026-07-16","active",""
"V9-DOC-0456","MCP Tool 使用审计报告","reports/audit/mcp-usage/mcp-usage-report-1784135579861.md","0.3","other","ai","testing","2026-07-16","active",""
"V9-DOC-0457","MCP Tool 使用审计报告","reports/audit/mcp-usage/mcp-usage-report-1784154384439.md","0.3","other","ai","testing","2026-07-16","active",""
"V9-DOC-0458","MCP Tool 使用审计报告","reports/audit/mcp-usage/mcp-usage-report-1784154519536.md","0.3","other","ai","testing","2026-07-16","active",""
"V9-DOC-0459","未文档化文件 JSDoc/TSDoc 文档注释模板","reports/audit/2026-07-08-undocumented-files-jsdoc-templates.md","10.9","other","qa","testing","2026-07-16","active",""
"V9-DOC-0460","V9 项目未文档化文件报告","reports/audit/2026-07-08-undocumented-files-report.md","5.8","other","qa","testing","2026-07-16","active",""
"V9-DOC-0461","CollectionPlanPanel V6 设计校对分析报告","reports/audit/2026-07-09-collection-plan-panel-v6-audit.md","10.7","other","backend","testing","2026-07-16","active",""
"V9-DOC-0462","RM整改方案 — 全量审计差异清单","reports/audit/2026-07-09-rm-audit-diff-report.md","7.6","other","qa","testing","2026-07-16","active",""
"V9-DOC-0463","V9 项目未文档化文件报告（更新版）","reports/audit/2026-07-09-undocumented-files-report.md","3.7","other","qa","testing","2026-07-16","active",""
"V9-DOC-0464","批次 C（分析舱）L1-L5 五层追溯审计报告","reports/audit/audit-batch-c-analysis.md","20.9","other","backend","testing","2026-07-16","active",""
"V9-DOC-0465","V9 项目审计报告 — 2026-07-05","reports/audit/audit-findings-2026-07-05.md","11.1","other","qa","testing","2026-07-17","active",""
"V9-DOC-0466","audit:hardcode Warning 分布分析报告","reports/audit/audit-hardcode-warning-distribution.md","9.3","other","qa","testing","2026-07-16","active",""
"V9-DOC-0467","V9 智能投研复盘系统 - 审计警告报告","reports/audit/audit-warning-report.md","20.3","other","qa","testing","2026-07-16","active",""
"V9-DOC-0468","批次 B（输入舱）L1-L5 五层追溯审计报告","reports/audit/batch-b-input-audit.md","21.3","other","qa","testing","2026-07-16","active",""
"V9-DOC-0469","cockpit widget「40 个类型错误」核查 · 分析性判断","reports/audit/cockpit_widget_40错误核查-分析判断.md","3.4","other","frontend","testing","2026-07-16","active",""
"V9-DOC-0470","cockpit / 整体设计一致性审查","reports/audit/cockpit_整体设计一致性审查.md","6.1","other","qa","testing","2026-07-16","active",""
"V9-DOC-0471","代码质量审查报告","reports/audit/code-quality-audit-report.md","13.5","other","qa","testing","2026-07-16","active",""
"V9-DOC-0472","V9 系统代码质量综合报告","reports/audit/code-quality-report-2026-07-06.md","6.6","other","qa","testing","2026-07-16","active",""
"V9-DOC-0473","代码质量量化考核标准（v1.0）","reports/audit/code-quality-rubric.md","3.7","other","qa","testing","2026-07-16","active",""
"V9-DOC-0474","代码评审报告 · WIP 聚焦评审（2026-07-11）","reports/audit/code-review-wip-2026-07-11.md","9.4","other","qa","testing","2026-07-16","active",""
"V9-DOC-0475","颜色整改总结报告","reports/audit/color-remediation-summary-report-20260703.md","16.8","other","frontend","testing","2026-07-16","active",""
"V9-DOC-0476","Debug Session: output-cabin-not-rendering","reports/audit/debug-output-cabin-not-rendering.md","8","other","qa","testing","2026-07-16","active",""
"V9-DOC-0477","V9 文档与文件管理体系 — 治理审计报告","reports/audit/doc-governance-audit-report-2026-07-13.md","11.1","other","qa","testing","2026-07-16","active",""
"V9-DOC-0478","统一错误处理补丁报告","reports/audit/error-handling-patch-report-2026-07-12.md","1","other","qa","testing","2026-07-16","active",""
"V9-DOC-0479","V9 文件管理体系包合规性审查报告","reports/audit/file-management-compliance-report-2026-07-12.md","11.6","other","qa","testing","2026-07-16","active",""
"V9-DOC-0480","file-management-guide.md 综合测试评分报告","reports/audit/file-management-guide-test-report.md","13.7","other","frontend","development","2026-07-16","active",""
"V9-DOC-0481","V9 项目文件系统全局诊断报告","reports/audit/file-system-diagnosis-report-2026-07-20.md","17.4","other","qa","testing","2026-07-16","active",""
"V9-DOC-0482","V9 全量审计问题详细清单","reports/audit/full-audit-inventory-2026-07-05.md","13.9","other","qa","testing","2026-07-16","active",""
"V9-DOC-0483","audit:hardcode 剩余 107 项 Warning 根因分类报告","reports/audit/hardcode-warning-root-cause-analysis.md","17.5","other","backend","testing","2026-07-16","active",""
"V9-DOC-0484","MCP 架构规则与逻辑全面二次审查报告","reports/audit/mcp-architecture-audit-report-2026-07-08.md","14.4","other","architecture","design","2026-07-16","active",""
"V9-DOC-0485","MCP Server 集成测试报告（修复后重跑）","reports/audit/mcp-integration-test-report-2026-07-08-v2.md","11.7","other","ai","testing","2026-07-16","active",""
"V9-DOC-0486","MCP Server 治理复盘深度报告","reports/audit/mcp-server-governance-retrospective.md","16.1","other","ai","requirements","2026-07-16","active",""
"V9-DOC-0487","输出舱模块未显示问题 — 整改报告","reports/audit/output-cabin-remediation-report.md","14.8","other","qa","testing","2026-07-16","active",""
"V9-DOC-0488","V9 上线前终审报告","reports/audit/pre-launch-audit-report-2026-07-14.md","13.1","other","qa","testing","2026-07-16","active",""
"V9-DOC-0489","V9 模块完成度逆向校验 — 执行计划","reports/audit/quality-audit-plan.md","11.2","other","qa","testing","2026-07-16","active",""
"V9-DOC-0490","V9 模块集成水平测试比对报告 — Agent集群修复后","reports/audit/report-12-integration-baseline-comparison.md","11.1","other","qa","testing","2026-07-16","active",""
"V9-DOC-0491","Report-6 整改行动清单","reports/audit/report-6-remediation-action-list.md","10.8","other","qa","testing","2026-07-16","active",""
"V9-DOC-0492","T-11 分层依赖与文档同步审计报告","reports/audit/t11-compliance-audit-report.md","4.7","other","qa","testing","2026-07-16","active",""
"V9-DOC-0493","v2.2.1 测试覆盖率对比报告","reports/audit/test-coverage-comparison-v2.2.1.md","8","other","qa","testing","2026-07-16","active",""
"V9-DOC-0494","测试失败分析报告","reports/audit/test-failure-analysis-report.md","8.3","other","backend","testing","2026-07-16","active",""
"V9-DOC-0495","V9 智能投研复盘系统 — 测试报告","reports/audit/test-report-2026-07-12.md","10.9","other","qa","testing","2026-07-16","active",""
"V9-DOC-0496","类型错误诊断报告","reports/audit/type-error-diagnosis-report.md","11.4","other","qa","testing","2026-07-16","active",""
"V9-DOC-0497","TypeScript 错误处理和类型安全检测报告","reports/audit/typescript错误处理和类型安全检测报告.md","9","other","qa","testing","2026-07-16","active",""
"V9-DOC-0498","工作区未跟踪文件整改报告","reports/audit/untracked-files-remediation-report.md","9.8","other","qa","testing","2026-07-16","active",""
"V9-DOC-0499","v2.2.1 dataLayer.test.ts 测试覆盖率对比报告","reports/audit/v2.2.1-test-coverage-comparison.md","38.5","other","qa","testing","2026-07-16","active",""
"V9-DOC-0500","V6-V9 UI 组件库比对分析报告","reports/audit/v6-v9-ui-component-comparison-report.md","9.3","other","frontend","testing","2026-07-16","active",""
"V9-DOC-0501","V9 代码质量校对分析 — 过程透明看板","reports/audit/v9-code-quality-kanban-20260629.md","22","other","qa","testing","2026-07-16","active",""
"V9-DOC-0502","V9 UI 组件增加可行性评估报告","reports/audit/v9-ui-component-feasibility-assessment.md","16","other","frontend","testing","2026-07-16","active",""
"V9-DOC-0503","V9 架构缺陷与整改行动清单","reports/audit/v9-架构缺陷与整改行动清单.md","10","other","qa","testing","2026-07-16","active",""
"V9-DOC-0504","V9 上线前全面校验报告","reports/audit/上线前全面校验报告-v1.0.0.md","12.1","other","qa","testing","2026-07-16","active",""
"V9-DOC-0505","代码清理待确认清单与信息孤岛整合建议","reports/audit/代码清理待确认清单与信息孤岛整合建议.md","7.9","other","qa","testing","2026-07-16","active",""
"V9-DOC-0506","代码质量合规审查报告","reports/audit/代码质量合规审查报告_2026-07-08.md","8.5","other","qa","testing","2026-07-16","active",""
"V9-DOC-0507","代码质量整改与回归测试报告","reports/audit/代码质量整改与回归测试报告_2026-07-08.md","7.4","other","qa","testing","2026-07-16","active",""
"V9-DOC-0508","文档↔代码双向一致性检测报告","reports/audit/文档-代码双向一致性检测报告_2026-07-08.md","6.5","other","qa","testing","2026-07-16","active",""
"V9-DOC-0509","V9 模块补全验收报告","reports/audit/模块补全验收报告.md","5.7","other","qa","testing","2026-07-16","active",""
"V9-DOC-0510","V9 比对/分析报告 — 检索与横向比对报告","reports/audit/比对分析报告检索与比对报告.md","7.2","other","qa","testing","2026-07-16","active",""
"V9-DOC-0511","脚本与测试质量检查报告","reports/audit/脚本与测试质量检查报告.md","12.9","other","qa","testing","2026-07-16","active",""
"V9-DOC-0512","文档更新结果报告","reports/changelogs/2026-07-05-document-update-report.md","7.2","other","general","retrospective","2026-07-16","active",""
"V9-DOC-0513","V9 文档更新报告 — 2026-07-08","reports/changelogs/2026-07-08-document-update-report.md","8","other","general","retrospective","2026-07-16","active",""
"V9-DOC-0514","V9 项目文档化工作最终总结报告","reports/changelogs/2026-07-08-documentation-summary-report.md","6.4","other","general","retrospective","2026-07-16","active",""
"V9-DOC-0515","V9 项目更新日志 — 文档化工作完成","reports/changelogs/2026-07-09-update-log.md","4.9","other","general","retrospective","2026-07-16","active",""
"V9-DOC-0516","V9 更新日志报告","reports/changelogs/changelog-2026-07-04t06-45-59.md","2.9","other","general","retrospective","2026-07-16","active",""
"V9-DOC-0517","V9 架构文档变更日志","reports/changelogs/CHANGELOG.md","53.3","other","general","retrospective","2026-07-16","active",""
"V9-DOC-0518","V9 更新日志报告","reports/changelogs/monthly-2026-07.md","2.9","other","general","retrospective","2026-07-16","active",""
"V9-DOC-0519","PR-5 构建性能优化总结","reports/changelogs/pr-5-build-optimization-summary.md","2","other","frontend","retrospective","2026-07-16","active",""
"V9-DOC-0520","PR-8 重复函数去重审计报告","reports/changelogs/pr-8-dedup-audit-report.md","21.8","other","qa","testing","2026-07-16","active",""
"V9-DOC-0521","PR-8 重复函数去重重构方案","reports/changelogs/pr-8-dedup-plan.md","11.5","other","general","retrospective","2026-07-16","active",""
"V9-DOC-0522","知识图谱构建Token消耗复盘与优化报告","reports/lessons-learned/knowledge-graph-token-optimization-report.md","4","other","frontend","retrospective","2026-07-16","active",""
"V9-DOC-0523","开发教训总结与知识沉淀报告","reports/lessons-learned/latest.md","1","other","qa","testing","2026-07-16","active",""
"V9-DOC-0524","开发教训总结与知识沉淀报告","reports/lessons-learned/lessons-learned-2026-07-12.md","1.1","other","general","retrospective","2026-07-16","active",""
"V9-DOC-0525","V9项目Token消耗深度分析报告","reports/lessons-learned/token-consumption-analysis-2026-07-04.md","11.3","other","frontend","retrospective","2026-07-16","active",""
"V9-DOC-0526","V9项目Token优化最佳实践指南","reports/lessons-learned/token-optimization-best-practices.md","30.6","other","frontend","retrospective","2026-07-17","active",""
"V9-DOC-0527","buildScoreDocDiff 修复 — 生产部署回滚预案","reports/release-management/buildscoredocdiff-rollback-plan.md","14.4","other","frontend","deployment","2026-07-16","active",""
"V9-DOC-0528","V9 计划与排期（Plans）","reports/release-management/README.md","1.6","other","project","deployment","2026-07-16","active",""
"V9-DOC-0529","src/store 派生计算文件文档化必要性分析","reports/retrospectives/2026-07-08-store-derived-documentation-analysis.md","11","other","backend","requirements","2026-07-16","active",""
"V9-DOC-0530","邮件正文：V9 项目文档化工作完成通知","reports/retrospectives/2026-07-09-email-body.md","1.8","other","ai","requirements","2026-07-16","active",""
"V9-DOC-0531","V9系统四类常态问题综合分析报告","reports/retrospectives/2026-07-09-four-category-problem-analysis.md","16.5","other","backend","requirements","2026-07-16","active",""
"V9-DOC-0532","Jira 任务卡片内容","reports/retrospectives/2026-07-09-jira-tasks.md","8.3","other","general","requirements","2026-07-16","active",""
"V9-DOC-0533","P0/P1 路由缺口修复代码方案","reports/retrospectives/2026-07-09-p0-p1-fix-code-plan.md","6","other","general","requirements","2026-07-16","active",""
"V9-DOC-0534","P0 优先级待办任务清单","reports/retrospectives/2026-07-09-p0-todo-list.md","2.7","other","general","requirements","2026-07-16","active",""
"V9-DOC-0535","P1 级测试修复与日志埋点技术总结","reports/retrospectives/2026-07-09-p1-fix-technical-summary.md","9.8","other","general","requirements","2026-07-16","active",""
"V9-DOC-0536","P1 缺口修复技术复盘","reports/retrospectives/2026-07-09-p1-gaps-fix-technical-review.md","9","other","general","requirements","2026-07-16","active",""
"V9-DOC-0537","剩余 3 个 P1 缺口修复代码方案","reports/retrospectives/2026-07-09-remaining-p1-gaps-fix-plan.md","15.8","other","ai","requirements","2026-07-16","active",""
"V9-DOC-0538","路由注册缺失报告","reports/retrospectives/2026-07-09-route-registration-gap-report.md","7.4","other","general","requirements","2026-07-16","active",""
"V9-DOC-0539","src/store 派生计算文件文档化必要性分析","reports/retrospectives/2026-07-09-store-derived-documentation-analysis.md","13.9","other","backend","requirements","2026-07-16","active",""
"V9-DOC-0540","V9 项目文档化工作技术分享 PPT 大纲","reports/retrospectives/2026-07-09-technical-sharing-ppt-outline.md","8.7","other","general","requirements","2026-07-16","active",""
"V9-DOC-0541","V9 阶段性合并报告（Batch 1-3 汇总）","reports/retrospectives/batch-merge-reports.md","6","other","general","requirements","2026-07-16","active",""
"V9-DOC-0542","圈复杂度优化方案","reports/retrospectives/complexity-optimization-plan.md","7.7","other","general","requirements","2026-07-16","active",""
"V9-DOC-0543","数据采集模块开发任务清单","reports/retrospectives/data-collection-task-list.md","12.6","other","backend","requirements","2026-07-16","active",""
"V9-DOC-0544","data_link_sequence_diagram","reports/retrospectives/data_link_sequence_diagram.md","0.1","other","data","requirements","2026-07-16","active",""
"V9-DOC-0545","依赖分析报告","reports/retrospectives/dependency-analysis.md","4.6","other","backend","requirements","2026-07-16","active",""
"V9-DOC-0546","Design Tokens 系统实施事后分析报告","reports/retrospectives/design-tokens-implementation-report.md","14","other","frontend","requirements","2026-07-16","active",""
"V9-DOC-0547","代码-文档同步整体方案与执行计划","reports/retrospectives/doc-sync-execution-plan.md","12.9","other","general","requirements","2026-07-16","active",""
"V9-DOC-0548","25 只股票全流程端到端校对测试 — 考核指标方案","reports/retrospectives/e2e-verify-25stocks-plan.md","14.3","other","general","requirements","2026-07-16","active",""
"V9-DOC-0549","25 只股票全流程端到端校对测试 — 按舱分析报告","reports/retrospectives/e2e-verify-25stocks-report.md","18.8","other","general","requirements","2026-07-16","active",""
"V9-DOC-0550","冗余设计专项端到端验证报告（R1–R5）","reports/retrospectives/e2e-verify-redundancy-report.md","6.9","other","general","requirements","2026-07-16","active",""
"V9-DOC-0551","V9 实施文档保鲜度告警清单","reports/retrospectives/freshness-alerts.md","2","other","general","requirements","2026-07-16","active",""
"V9-DOC-0552","V9 实施文档健康度报告","reports/retrospectives/health-report.md","5.9","other","general","requirements","2026-07-16","active",""
"V9-DOC-0553","V9 项目经验教训 — 团队分享摘要版","reports/retrospectives/lessons-learned-summary.md","8.9","other","general","requirements","2026-07-16","active",""
"V9-DOC-0554","V9 项目经验教训知识库","reports/retrospectives/lessons-learned.md","41.5","other","general","requirements","2026-07-16","active",""
"V9-DOC-0555","MCP 层权限控制修复方案","reports/retrospectives/mcp-acl-fix-plan-2026-07-08.md","25.6","other","ai","requirements","2026-07-16","active",""
"V9-DOC-0556","MCP 架构整改行动计划","reports/retrospectives/mcp-architecture-remediation-plan-2026-07-08.md","16.8","other","architecture","requirements","2026-07-16","active",""
"V9-DOC-0557","6 个 Disabled MCP Server 深度复盘报告","reports/retrospectives/mcp-disabled-server-deep-dive.md","32.8","other","ai","requirements","2026-07-16","active",""
"V9-DOC-0558","MCP 模块状态与历史变更记录","reports/retrospectives/mcp-module-status.md","5.9","other","ai","requirements","2026-07-16","active",""
"V9-DOC-0559","MCP Server 僵尸模块审计报告","reports/retrospectives/mcp-zombie-server-audit-report.md","8.9","other","ai","requirements","2026-07-16","active",""
"V9-DOC-0560","V9 智能投研复盘系统 — 项目开发历程系统梳理","reports/retrospectives/project-development-journey.md","42.9","other","project","requirements","2026-07-17","active",""
"V9-DOC-0561","V9 智能投研复盘系统 — 整改遗留事项后续处理计划","reports/retrospectives/rectification-follow-up-plan.md","7.3","other","general","requirements","2026-07-16","active",""
"V9-DOC-0562","V9 系统代码重构执行方案","reports/retrospectives/refactoring-plan-2026-07-04.md","7.4","other","general","requirements","2026-07-16","active",""
"V9-DOC-0563","V9 智能投研复盘系统 — 整改完成报告","reports/retrospectives/system-rectification-final-report.md","9.1","other","general","requirements","2026-07-16","active",""
"V9-DOC-0564","V9 智能投研复盘系统 — 全面整改报告","reports/retrospectives/system-rectification-report-2026-07-12.md","7.5","other","general","requirements","2026-07-16","active",""
"V9-DOC-0565","测试/构建产物清理记录（最终状态）","reports/retrospectives/test-artifacts-cleanup-list.md","2.3","other","qa","requirements","2026-07-16","active",""
"V9-DOC-0566","V9 实施文档时间轴报告","reports/retrospectives/timeline-report.md","5","other","general","requirements","2026-07-16","active",""
"V9-DOC-0567","V9 智能投研复盘系统 — 当前状态全面梳理（按实施进度）","reports/retrospectives/v9-current-state-review.md","20.5","other","general","requirements","2026-07-16","active",""
"V9-DOC-0568","V9 数据关系蓝图任务跟踪计划","reports/retrospectives/v9-data-blueprint-task-tracking.md","12.1","other","data","requirements","2026-07-16","active",""
"V9-DOC-0569","评分拍照比对功能模块 — 补充穿行测试报告","reports/retrospectives/walkthrough-scoredoc-report.md","29.2","other","general","requirements","2026-07-16","active",""
"V9-DOC-0570","V9 智能投研复盘系统 · 综合验证与定位分析报告","reports/retrospectives/综合验证与定位分析报告-v2.0.0.md","34.2","other","general","requirements","2026-07-17","active",""
"V9-DOC-0571","reports — 过程产物与审计报告","reports/README.md","1.2","other","general","retrospective","2026-07-17","active",""
"V9-DOC-0572","编码规范","standards/coding-conventions.md","0.5","other","general","general","2026-07-16","active",""
"V9-DOC-0573","质量门禁","standards/quality-gates.md","0.4","other","qa","testing","2026-07-16","active",""
"V9-DOC-0574","01 · 设计与原创思路（Design & Original Thinking）","team-handbook/01-design-philosophy.md","7.1","other","project","design","2026-07-16","active",""
"V9-DOC-0575","02 · 整体架构设计思路（Overall Architecture）","team-handbook/02-architecture.md","7.1","other","architecture","design","2026-07-15","active",""
"V9-DOC-0576","03 · UI 组件设计思路（UI Component Design）","team-handbook/03-ui-components.md","7.6","other","frontend","general","2026-07-16","active",""
"V9-DOC-0577","04 · 模型运行思路（Model Runtime & Data Flow）","team-handbook/04-model-runtime.md","10.3","other","ai","general","2026-07-15","active",""
"V9-DOC-0578","05 · 竞品对比分析（Competitive Analysis）","team-handbook/05-competitive-analysis.md","5.3","other","backend","general","2026-07-15","active",""
"V9-DOC-0579","V9 团队开发操作指南","team-handbook/06-team-operation-guide.md","45.8","other","frontend","development","2026-07-17","active",""
"V9-DOC-0580","FinSightV9 团队体系手册（Team Handbook）","team-handbook/README.md","4.9","other","project","general","2026-07-17","active",""
"V9-DOC-0581","testing — 测试文档（兼容重定向）","testing/README.md","0.6","other","qa","testing","2026-07-17","active",""
"V9-DOC-0582","测试目录与用例目录","testing/test-catalog.md","0.4","other","qa","testing","2026-07-16","active",""
"V9-DOC-0583","V9 智能投研复盘系统 — 新成员 30 分钟上手指南","tutorials/getting-started.md","13","other","general","general","2026-07-16","active",""
"V9-DOC-0584","tutorials — 入门教程","tutorials/README.md","1","other","general","general","2026-07-17","active",""
"V9-DOC-0585","FinSightV9 文档中心","README.md","4.4","other","general","general","2026-07-17","active",""
"V9-DOC-0586","文档索引已迁移","registry-index.md","0.8","other","general","general","2026-07-17","active",""
